Gene_name	mRNA_peak_zone	mRNA_center_of_mass_0_1_scaled	Proteim_coefficient_of_variation_mean	Proteim_coefficient_of_variation_median
Mal2	1	0.336336336336336	0.393569784119816	0.379195625131183
Man1a2	2	0.384246575342466	0.497791927574612	0.507419869578265
Man2a1	1	0.377215189873418	0.136335801118176	0.113540834407218
Man2b1	1	0.392727272727273	0.879721051968119	0.933012701892219
Manba	1	0.334782608695652	1	1
Manf	1	0.236734693877551	0.08454209723073	0.0787583543262638
Maoa	2	0.294745160015804	0.0602745526379234	0.054926415462842
Maob	1	0.2	0.160080130714983	0.0977364865446121
Map10	3	0.584615384615385	0.97767090063074	1
Map2k1	6	0.593995381062356	0.339537462293274	0.333059669008687
Map2k2	6	0.555393401015228	0.492957279832384	0.390588215940508
Map2k3	6	0.57434869739479	0.46185199493011	0.376466323126362
Map2k4	2	0.456170212765957	0.686525223959311	0.63953812880895
Map4	6	0.615849056603774	0.23939862947275	0.183106445625496
Map7	3	0.50316742081448	0.245521422936478	0.194627954004553
Mapk1	3	0.465785123966942	0.257677280777299	0.19105693700092
Mapk13	2	0.432667047401485	0.113055421172404	0.105403555529484
Mapk14	2	0.434319526627219	0.861861407724188	0.933012701892219
Mapk3	2	0.451817334575955	0.182814617814876	0.18123442316778
Mapre1	3	0.503086419753087	0.144756730840303	0.158470693022324
Marc2	2	0.371114701130856	0.0884758398162123	0.0955213619624831
March5	3	0.410978520286396	0.200103433010483	0.173059616453854
Marcks	6	0.775	0.160575252527192	0.140730740845574
Mark2	6	0.598895027624309	0.149427498325258	0.0966093606270682
Mars	1	0.278260869565217	0.269066016921339	0.253788959151379
Mat2a	1	0.364497041420118	0.233957647521286	0.261997039622946
Mat2b	3	0.379136690647482	0.223084210552887	0.213368642386202
Matr3	3	0.365714285714286	0.217721929705942	0.203044178386877
Mavs	2	0.396491228070175	0.204151932992171	0.197768047216352
Mbd2	2	0.495135135135135	0.267209406793932	0.221701699250437
Mbl2	4	0.472727272727273	0.469421585598972	0.437172422401593
Mboat7	3	0.395081967213115	0.505774668734496	0.506826762108591
Mccc1	3	0.389655172413793	0.169901805855313	0.161964276524623
Mccc2	1	0.135714285714286	0.286419789405159	0.287419810627946
Mcee	1	0.174803149606299	1	1
Mcfd2	6	0.517285945072698	0.405399816464236	0.277326557032551
Mcm2	4	0.6	0.490781676090003	0.502657984800682
Mcm3	2	0.133333333333333	0.403637390301494	0.394425471331786
Mcm4	6	0.583333333333333	0.656518315275657	0.622078726746668
Mcm5	5	0.666666666666667	0.97767090063074	1
Mcm6	1	0.442105263157895	0.684720959314177	0.655161537193952
Mcm7	2	0.482352941176471	0.468576820499528	0.444982846708749
Mcu	6	0.496524064171123	0.0999016610346697	0.093154515013905
Mdh1	2	0.393272677143645	0.101529269399328	0.0989987541033057
Mdh2	2	0.408115419296664	0.0507826527059723	0.0484124551113687
Mdp1	4	0.462755102040816	0.97767090063074	1
Me2	1	0.258161865569273	0.0557699805570365	0.0434462797363183
Mecr	1	0.135	0.164119601673898	0.167965588514607
Mep1a	4	0.497508896797153	0.512107911054373	0.426173325670755
Mep1b	5	0.504883907125701	0.123315766713732	0.103534998421099
Mesdc2	1	0.355223880597015	0.3490685861442	0.289421201544148
Metap1	1	0.431496062992126	0.262718081172987	0.274906098995697
Metap2	1	0.287671232876712	0.206331931163091	0.225010737723104
Mettl7b	4	0.451101321585903	0.199879967884566	0.125151216128148
Mfn1	6	0.547572815533981	0.96650635094611	1
Mfn2	6	0.613025210084034	0.195693900111495	0.203944984290927
Mga	3	0.363076923076923	1	1
Mgat1	6	0.570479704797048	0.572145980306923	0.424575785801614
Mgat2	1	0.324081632653061	0.410598626045023	0.38676938619834
Mgat4a	1	0.364410480349345	0.327307940171138	0.273708600420043
Mgst1	1	0.167584745762712	0.121808489517801	0.118064504519922
Mgst3	1	0.310465819721718	0.415584124365556	0.369335195733617
Mia2	6	0.593406593406593	0.0918029761434169	0.0855631898156858
Mia3	3	0.445360824742268	0.0747293908967963	0.0562824555778768
Mical1	4	0.443768115942029	0.107233628364962	0.0977371498662581
Micall2	3	0.418181818181818	0.482526241668368	0.538833987331903
Micu1	6	0.618983050847458	0.0914852330879449	0.104756730697947
Micu2	5	0.480909090909091	0.125320462086579	0.0942830390537084
Mien1	1	0.425090470446321	0.678838386079676	0.606019280962092
Mif	1	0.263265306122449	0.955341801261479	1
Minos1	1	0.321120530777737	0.44169731890404	0.44293264694491
Misp	6	0.610457516339869	0.111295195014141	0.0964899020860311
Mki67	1	0.283333333333333	0.592727336451326	0.606965921866993
Mkl1	6	0.643478260869565	0.96650635094611	1
Mlec	1	0.314680050188206	0.104621624522737	0.0949799043657356
Mllt4	5	0.522374429223744	0.197661499804213	0.157717261829697
Mlycd	2	0.42013422818792	0.836575359644905	0.866025403784439
Mmaa	6	0.580769230769231	0.294584602683772	0.214215851393432
Mme	4	0.499451097804391	0.202189860622022	0.137172338845634
Mob1a	3	0.474834437086093	0.703573326736099	0.75146994333496
Mob2	1	0.4225	0.894731699053166	1
Mob4	6	0.523589743589744	0.307247543825124	0.21395682973017
Mocs1	2	0.395402298850575	0.329280403725452	0.261346776827007
Mogat2	2	0.380928853754941	0.172912082726507	0.124273276284243
Mogs	1	0.4	0.24002394729678	0.195151656082648
Mov10	2	0.47741935483871	0.0916735653070174	0.0895536482772444
Mpc1	2	0.378361981799798	0.254668702416858	0.213201563078371
Mpdu1	2	0.412063492063492	1	1
Mpi	3	0.49	0.16286871260656	0.158764141938431
Mpp1	3	0.409950248756219	0.0740147962596141	0.0618715889590909
Mpp5	6	0.663461538461538	0.300461515763839	0.19899815159156
Mpst	1	0.316981132075472	1	1
Mri1	1	0.190909090909091	0.593020505752762	0.601745196760946
Mrpl1	1	0.319230769230769	0.255654322831614	0.200309866154505
Mrpl10	1	0.332710280373832	1	1
Mrpl11	1	0.244859813084112	0.111066866938424	0.0964894703037385
Mrpl12	1	0.308474576271186	0.298516681159719	0.281501317215357
Mrpl13	1	0.224	0.703099140566195	0.727246010764643
Mrpl15	1	0.286740331491713	0.973205080756888	1
Mrpl16	1	0.224137931034483	0.695306371360573	0.656325658357343
Mrpl18	1	0.267672413793103	0.10296086237084	0.0989365269439647
Mrpl19	1	0.327868852459016	0.216048767427788	0.156918010976965
Mrpl20	1	0.355008787346222	1	1
Mrpl21	1	0.2925	0.282904239826571	0.279930967866223
Mrpl22	1	0.210810810810811	0.0742776857791416	0.0694025115745675
Mrpl23	1	0.280628272251309	0.146952266091648	0.133077071161539
Mrpl24	1	0.361739130434783	0.329682970445523	0.316117701007949
Mrpl27	1	0.444141689373297	0.32597516803263	0.352354023886813
Mrpl28	1	0.33216957605985	0.237790122563579	0.21794486293029
Mrpl3	1	0.306382978723404	0.627177400956591	0.57825297772868
Mrpl30	1	0.261386138613861	0.780740163712859	0.746937144046503
Mrpl32	1	0.27563025210084	0.36927839213999	0.275250977018746
Mrpl37	1	0.213888888888889	0.11677607043829	0.104687622943573
Mrpl38	1	0.251020408163265	0.670045357989211	0.617439034851411
Mrpl4	1	0.3125	0.794651978783328	0.799343532127104
Mrpl40	1	0.381538461538462	0.184223828421161	0.192735645886052
Mrpl41	1	0.321538461538461	0.251318055606109	0.254706770188996
Mrpl42	1	0.238056680161943	0.96650635094611	1
Mrpl43	1	0.376348547717842	0.227679594910647	0.207891485439854
Mrpl44	1	0.213559322033898	0.244905952018582	0.171458900946396
Mrpl45	1	0.356521739130435	0.729947548363148	0.658788528532585
Mrpl46	1	0.365217391304348	0.193645020510422	0.195603800906579
Mrpl47	1	0.264	0.733534453095209	0.689370579609551
Mrpl49	1	0.303092783505155	0.290717416431273	0.177956395363562
Mrpl50	1	0.3265625	0.63839873512418	0.582501523391575
Mrpl55	1	0.289423076923077	0.43045070985361	0.414200691344345
Mrpl9	1	0.247727272727273	0.245618075903585	0.261503321524448
Mrps10	1	0.283116883116883	0.220997069652178	0.151486631462298
Mrps11	1	0.254545454545455	0.60729249947158	0.525055064111582
Mrps14	1	0.2390625	0.97767090063074	1
Mrps15	2	0.397101449275362	0.327128531407483	0.343616185783202
Mrps17	1	0.2	0.480939254412977	0.394483903388517
Mrps18b	1	0.298947368421053	0.97767090063074	1
Mrps2	1	0.21025641025641	0.192961791994055	0.170166282174307
Mrps21	1	0.349587534372136	0.462805571002498	0.456604640549809
Mrps22	1	0.133333333333333	0.128353581392792	0.116867004930151
Mrps23	1	0.388297872340426	0.150953547658996	0.113322468040829
Mrps25	1	0.344117647058824	0.844449933161827	0.909290478971123
Mrps26	1	0.281052631578947	0.187773295192436	0.169421845112128
Mrps27	1	0.164705882352941	0.0757299489312337	0.0504773748950848
Mrps28	1	0.3	0.56684191996697	0.502135771027044
Mrps30	1	0.318181818181818	0.117497983016728	0.102897877269359
Mrps31	1	0.304761904761905	0.497194927824185	0.431067128236886
Mrps33	1	0.353153153153153	0.239790182958365	0.278686042494786
Mrps35	1	0.300869565217391	0.34592602379426	0.292155074610633
Mrps36	3	0.329516288252715	0.284392603148263	0.188388972403944
Mrps5	1	0.201438848920863	0.236770851530793	0.204634986109133
Mrps6	1	0.298039215686274	0.305063490324969	0.289907922009988
Mrps7	1	0.289265536723164	0.127636827685398	0.0940197561285923
Mrps9	1	0.248	0.172906595661632	0.142429147672908
Mrrf	1	0.2	0.293217165959823	0.281133563348766
Mrvi1	4	0.6	1	1
Ms4a10	2	0.426089764288021	0.68471785850006	0.540211882299428
Msra	2	0.422040816326531	0.106113047927184	0.114277670493067
Mta2	3	0.38955223880597	0.234978020948422	0.193932450812275
Mta3	2	0.445098039215686	0.765573715882908	0.732962713664021
Mtch2	1	0.291516966067864	0.122162411326115	0.112059375852861
Mtdh	2	0.417486338797814	0.0698221362143053	0.061965385953
Mtfr1l	3	0.359340659340659	0.657592719881089	0.60364866700547
Mthfd1	1	0.209523809523809	0.139206476184078	0.144582621114637
Mthfd1l	4	0.6	0.297592508736969	0.304300925291721
Mtif2	3	0.348514851485149	0.804583218846661	0.852913133051456
Mtm1	5	0.487022900763359	1	1
Mtor	1	0.425974025974026	0.670225015244899	0.648003153861524
Mtpn	1	0.368478260869565	0.411967615498574	0.416249459806447
Mtrf1l	1	0.142857142857143	1	1
Mttp	2	0.471980413492927	0.0788080319227313	0.0724576692056148
Mtus1	5	0.624479166666667	0.306015254121982	0.291341027059162
Mtx1	1	0.367901234567901	0.147583109611658	0.0882281991519362
Mtx2	1	0.276497695852535	0.284342891050429	0.296262889212726
Muc13	4	0.550492491522687	0.0803416072013841	0.0792091415220857
Mut	1	0.28256880733945	0.104013339866443	0.0923026059429044
Mvp	5	0.501030927835052	0.111205065143042	0.119006129724083
Mybbp1a	1	0.416666666666667	0.178524210858265	0.16680300168048
Mydgf	1	0.341891891891892	0.123323688646963	0.107680970966076
Myg1	4	0.48	0.670953238299498	0.646456015954458
Myh14	6	0.604579480405108	0.0492924455435462	0.0376955777672957
Myh9	6	0.569127516778524	0.0623946057066824	0.0676002461118866
Myl12b	1	0.43454699407282	0.263367267485512	0.258981637849311
Myl6	6	0.534637893196781	0.163011319760562	0.152556629817944
Mylk	3	0.403590944574551	0.276711332324677	0.285763151971396
Myo18a	5	0.598848368522073	0.120405396747996	0.0941658674746418
Myo1a	2	0.467310896367877	0.172814789342713	0.19460538733887
Myo1c	6	0.675949367088608	0.281487646166873	0.291296449485217
Myo1d	1	0.350196078431373	0.123826846890995	0.129796471933221
Myo1e	6	0.704918032786885	0.207649901018674	0.166943848562828
Myo5b	3	0.457720588235294	0.117237554057505	0.0694940505121819
Myo6	1	0.40224	0.0674897786556409	0.059006300371585
Myo7a	3	0.284848484848485	0.295872040023824	0.266512163943504
Myo7b	5	0.581774960380349	0.146826464069379	0.131647928847472
Naa15	1	0.35042735042735	0.323334525384353	0.263935112786812
Naa50	1	0.338297872340426	0.97767090063074	1
Naaladl1	3	0.475131348511384	0.289895369592118	0.263577910771006
Naca	1	0.266896077081899	0.186424996327009	0.176751916662753
Nadk2	1	0.240449438202247	0.421416814053068	0.343333018352463
Nadsyn1	2	0.442105263157895	0.713275523051808	0.6389072520212
Nae1	2	0.427659574468085	0.158287584239684	0.0897611881158576
Naga	5	0.634285714285714	0.247620811884685	0.219904266412533
Nagk	1	0.352941176470588	0.902340707486646	0.966311624291892
Naip1	1	0.361290322580645	0.412597943960929	0.478148380837388
Nampt	2	0.36969696969697	0.122545300334712	0.113979206974001
Nap1l4	1	0.39236641221374	0.394905030293809	0.347637222571179
Napa	6	0.563492063492063	0.10198023288813	0.0957416466109879
Napg	1	0.433333333333333	0.314266193961277	0.307226564874957
Naprt	4	0.469155206286837	0.148087044145171	0.146085532293543
Nars	1	0.246942800788955	0.134548562196048	0.135025575980459
Nasp	3	0.359259259259259	0.326183718890566	0.337823327027525
Nat2	6	0.643809523809524	0.604398760809126	0.534645176337462
Ncapd2	1	0.4	0.973205080756888	1
Ncbp1	1	0.341176470588235	0.836299838693745	1
Ncbp2	1	0.313513513513513	0.973205080756888	1
Nceh1	1	0.377358490566038	0.273687482325236	0.287710896323415
Nckap1	5	0.470337477797513	0.28619475468571	0.318759057594565
Ncl	1	0.307801418439716	0.0783203737848553	0.0695517258690642
Ncln	1	0.328930817610063	0.196400628035757	0.210484132608343
Ncor1	2	0.469879518072289	1	1
Ncstn	1	0.45615763546798	0.4577002699953	0.43035439351408
Ndfip2	6	0.657463414634146	0.665300276499968	0.594750266970357
Ndrg3	1	0.336410256410257	0.312863663280595	0.292530696931368
Ndufa10	1	0.256269113149847	0.126929132392339	0.145365800037789
Ndufa11	1	0.397394136807818	0.204473632011537	0.217560143753738
Ndufa12	1	0.315267785771383	0.114363883158987	0.106120386997236
Ndufa2	2	0.394707453265356	0.264347989885726	0.260675214666219
Ndufa3	1	0.380884353741497	0.818047235618116	0.845380398813709
Ndufa4	1	0.295985176034589	0.376399089617504	0.383377390495867
Ndufa5	1	0.338023630504834	0.243456807706542	0.234658720196239
Ndufa6	1	0.411663438777706	0.157797919489327	0.150084202961825
Ndufa7	1	0.338530566461021	0.0867506409713266	0.0465316241648092
Ndufa8	1	0.307002188183807	0.125540118146333	0.11259602065094
Ndufa9	1	0.362402088772846	0.209013002856301	0.212039931363249
Ndufab1	1	0.293377926421405	0.95534180126148	1
Ndufaf1	1	0.266666666666667	1	1
Ndufaf2	1	0.196153846153846	0.242292002722023	0.223515316733798
Ndufb10	1	0.285182724252492	0.31196635362239	0.324092693504863
Ndufb11	1	0.291978609625669	0.0657865821553597	0.0601343758957392
Ndufb3	2	0.370166666666667	0.0723169207925726	0.0645678770404099
Ndufb4	1	0.323041825095057	0.372198383906237	0.402527383058117
Ndufb5	1	0.25360561582642	0.158934052955354	0.122046170777029
Ndufb6	1	0.291235480464625	0.376087698290314	0.34016989982045
Ndufb7	1	0.383314458286146	0.121309445243439	0.105465962221539
Ndufb8	1	0.33988603988604	0.228323345691597	0.263984544104255
Ndufb9	2	0.367852318775326	0.155421614749986	0.109431350585154
Ndufc2	1	0.249511400651466	1	1
Ndufs1	1	0.33719806763285	0.0542051310839725	0.043386095233493
Ndufs2	1	0.323962264150943	0.105255738581006	0.104104061309003
Ndufs3	1	0.319540229885058	0.0997899731645797	0.0913506876424815
Ndufs4	1	0.36099173553719	0.0898054202458674	0.0877207173260649
Ndufs5	1	0.331670131670132	0.130067640198845	0.0959837890106774
Ndufs6	1	0.357769577695777	0.209097921502114	0.221349113230624
Ndufs7	1	0.363954372623574	0.101848891472947	0.0971228846794374
Ndufs8	1	0.27027027027027	0.08589235601411	0.0600895241844472
Ndufv1	1	0.357941176470588	0.0782640034719561	0.0825652652558993
Ndufv2	1	0.3513671875	0.105159145465153	0.0945688973407911
Ndufv3	1	0.344601328903655	0.371678601460099	0.342101798774212
Necap1	3	0.493525179856115	0.713346623249015	0.721752686777593
Necap2	3	0.493670886075949	0.637536504331931	0.601449013860458
Nedd8	1	0.360069444444444	0.498738305044267	0.387882657367617
Nf1	3	0.385542168674699	1	1
Nfs1	1	0.321052631578947	0.178575455840883	0.14961411514215
Nfu1	1	0.276056338028169	0.349777851251607	0.307600685132274
Ngly1	2	0.406779661016949	1	1
Nhlrc2	6	0.586259541984733	0.708998122268435	0.726986908789238
Nhp2	1	0.260952380952381	0.200287827778174	0.215742026488633
Nhp2l1	1	0.286092715231788	0.243194290541557	0.242159575521177
Nin	3	0.6	1	1
Ninl	1	NaN	0.866025403784439	0.866025403784439
Nipsnap1	1	0.257894736842105	0.548262405496859	0.530743227129642
Nipsnap3b	2	0.362557077625571	0.340654026614235	0.337458370326835
Nit1	2	0.41259842519685	0.193469773804888	0.128092444136191
Nit2	1	0.297959183673469	0.216007544890463	0.234062049291171
Nle1	3	0.35	0.933012701892219	0.933012701892219
Nln	1	0.333333333333333	0.260438384733968	0.214852902547244
Nlrc4	2	0.477272727272727	0.658673555643656	0.622229446835428
Nlrp6	1	0.266763848396501	0.161919558938734	0.0951131959989287
Nme2	1	0.2	0.163785932730278	0.175915925927318
Nmi	4	0.490748898678414	0.150476297409918	0.154607598292391
Nnt	3	0.4	0.179752549173961	0.163696581975956
Nol4l	2	0.437065637065637	1	1
Nolc1	1	0.177777777777778	0.322333032993492	0.319483697700976
Nomo1	1	0.2	0.0880934916894745	0.0636545248672066
Nono	1	0.352554744525547	0.112225763812298	0.10855760577296
Nop2	1	0.43448275862069	0.664377885755089	0.616437855827282
Nop56	1	0.466666666666667	0.146278835797483	0.165319560075925
Nop58	1	0.385365853658537	0.210057646475077	0.196400385075581
Nos2	2	0.4	0.629597166574762	0.582288480167199
Nostrin	3	0.476254180602007	0.722820317182099	0.615153058731927
Npc1l1	6	0.664862542955327	0.234540277864366	0.141640175885323
Npc2	1	0.282978723404255	0.0636868712184259	0.0683514999042044
Npepps	1	0.471243042671614	0.0989573398643805	0.10030593302038
Npl	2	0.49375	0.646159221218844	0.577133834436424
Npm1	1	0.211666666666667	0.127295839268354	0.131999687698096
Npm3	1	0.2	0.524042577533475	0.519980163279929
Nptn	6	0.536018957345972	0.668265094773461	0.648572472908217
Nqo2	1	0.262745098039216	0.543687947363755	0.579973939089252
Nr3c1	1	0.391153846153846	0.906015111120116	1
Nrd1	3	0.4192	0.420969307321818	0.366466030962222
Nsdhl	1	0.374358974358974	0.196573175164144	0.176258231152104
Nsf	5	0.525	0.0853579688246438	0.0760395973397312
Nsun2	1	0.228571428571429	0.510353714828888	0.511999489956193
Nt5c	1	0.396467991169978	0.355011669405029	0.300140222455346
Nt5e	6	0.984265734265734	0.878392672881777	0.878392672881777
Nub1	4	0.496350364963504	0.369201277215509	0.402683317783016
Nucb1	5	0.53011583011583	0.0890570067771683	0.0765169083956513
Nucks1	1	0.280769230769231	0.563611610962402	0.579067342543054
Nudc	1	0.369590643274854	0.166192276108121	0.16476198116907
Nudcd1	1	0.3375	0.635772725754124	0.629107940954301
Nudcd2	1	0.238356164383562	0.839748822299689	0.933012701892219
Nudt19	1	0.199052132701422	0.400519487097362	0.306440831184182
Nudt2	1	0.228571428571429	0.96650635094611	1
Nudt21	1	0.261313868613139	0.221778545755784	0.143892479994841
Nudt4	6	0.636388140161725	0.330930009161924	0.353685395049678
Nudt5	4	0.464470588235294	0.258978536126929	0.200180551155298
Nudt7	1	0.362886597938144	0.658706842066777	0.619910876858575
Nufip2	6	0.516022099447514	0.716281453357168	0.723311651965318
Numa1	4	0.500497512437811	0.158807039410207	0.163820245154745
Numb	4	0.511111111111111	0.252957596586601	0.223316842311077
Nup107	2	0.32	0.206201094617586	0.188451844523591
Nup133	1	0	0.320474123373369	0.304910667352094
Nup155	4	0.516666666666667	0.973205080756888	1
Nup160	1	0.34	0.444309220481943	0.373324114566995
Nup210	1	0.266666666666667	0.405879978241065	0.353372916860668
Nup214	3	0.346153846153846	0.973205080756888	1
Nup35	3	0.366666666666667	0.126663413394338	0.0595756036755477
Nup43	1	0.16	0.587197822877314	0.60426771187417
Nup50	1	0.428169014084507	0.299964224032831	0.268317556949052
Nup54	3	0.34	0.97767090063074	1
Nup62	1	0.348387096774194	0.335633453242701	0.309285056246022
Nup85	1	0.366666666666667	0.758127602671081	0.864266862632411
Nup88	1	0.3	0.866025403784439	0.866025403784439
Nup93	4	0.35	0.159860880444246	0.135836417025619
Nup98	4	0.533333333333333	0.446744109392196	0.439681610786299
Nxf1	1	0.367247386759582	0.193915254724912	0.182180999328263
Oacyl	3	0.266666666666667	0.365771796651037	0.345874877406528
Oas1a	5	0.658823529411765	0.279161242261	0.263166144071471
Oas3	5	0.712299465240642	1	1
Oasl1	6	0.838879736408567	0.267614948016458	0.294311654198138
Oasl2	5	0.608813559322034	0.349219169313766	0.332184601731629
Ociad1	1	0.349264705882353	0.106108677725917	0.102945211999767
Ociad2	2	0.288127090301003	0.390155499989125	0.390753335076825
Ocln	6	0.618329938900204	0.345739651937666	0.301216165468758
Ogdh	3	0.456254738438211	0.0829482442563557	0.0708003982534689
Ogfr	4	0.543157894736842	0.701109566528152	0.663887325837505
Ogt	1	0.407923169267707	0.620638524622272	0.569727055185952
Ola1	1	0.158928571428571	0.477047876237785	0.397559531603135
Olfm4	5	0.566666666666667	0.687879557238498	0.586369966320966
Opa1	1	0.348091603053435	0.100066272123031	0.0695746450429463
Opa3	1	0.457668711656442	0.716021003266603	0.69094703658245
Optn	6	0.613315579227696	0.973205080756888	1
Ormdl2	1	0.349450549450549	0.344525360670687	0.321258537135296
Ormdl3	6	0.657175141242938	0.449315201607196	0.419684387826051
Os9	3	0.463478260869565	0.191804570455543	0.154357791983493
Osbp	6	0.480213903743316	0.165006905759171	0.15370212464193
Osbpl3	5	0.530864197530864	0.529791080195764	0.463163299170392
Osbpl6	2	0.484320557491289	0.647875116541829	0.595567128238141
Ostc	1	0.328864059590317	0.588771570313846	0.566811331307996
Ostf1	1	0.403448275862069	0.251943828759182	0.155923496041671
Otc	1	0.254721549636804	0.0632015149862429	0.06747840030423
Otub1	3	0.398918918918919	0.189531513044449	0.195423466030552
Oxa1l	1	0.262809917355372	0.675900275197438	0.644289200139857
Oxct1	1	0.295121951219512	0.0836675460433482	0.0851372932683286
Oxnad1	2	0.320987654320988	0.506613785775242	0.430700785248483
Oxsm	1	0.335714285714286	0.2907751075498	0.196544734877231
P4hb	2	0.461166173252671	0.11615118128667	0.121935001259961
Pa2g4	1	0.255555555555555	0.119436715316087	0.106960820871735
Pabpc1	1	0.31360201511335	0.0801241693492842	0.0611857812840327
Pacsin2	1	0.437974683544304	0.145123119669881	0.143159916398389
Paf1	1	0.429333333333333	0.901393150094017	1
Pafah1b1	6	0.558056265984655	0.172991752068042	0.135192409977142
Pafah1b2	2	0.487804878048781	1	1
Pafah1b3	1	0.365420560747663	0.2743946295542	0.276428769348045
Pafah2	1	0.311111111111111	0.283670959507663	0.208306090000248
Pag1	3	0.42247191011236	1	1
Paip1	3	0.414285714285714	0.642994988539655	0.617433409588238
Pak1	1	0.444670050761421	0.216017641728144	0.185682432212126
Pak2	6	0.556179775280899	0.237556897951828	0.201620118705728
Palld	6	0.578	0.603533105263217	0.50716469785822
Pam16	1	0.403252032520325	0.257582826828121	0.25291108430815
Papss2	2	0.362988826815642	0.131445465803143	0.120772833439889
Park7	1	0.240963855421687	0.0916811066065454	0.091776248931438
Parp12	3	0.571331058020478	0.282803407043903	0.224210115998836
Parp14	5	0.568654173764906	0.238658453272855	0.194882233589052
Parp4	6	0.673764258555133	0.63217996693949	0.633733260714025
Parp9	2	0.437606837606838	0.193565113663538	0.151378082801075
Pars2	1	0.366666666666667	0.766830612988273	0.744062240336977
Pawr	6	0.659259259259259	0.413801293344588	0.362837385776651
Pbld2	3	0.354987212276215	0.142264294233763	0.0694774074240771
Pcbd1	1	0.223188405797101	0.37263650585536	0.44006966731703
Pcbp1	1	0.377309941520468	0.0705355773641495	0.0586133929929826
Pcbp2	1	0.378571428571429	0.163269005540321	0.14227738710786
Pcca	1	0.269767441860465	0.101865134106145	0.110793838950509
Pccb	1	0.198924731182796	0.141493707307761	0.10597912456652
Pck1	3	0.502192242833052	0.48855743522481	0.465833682656612
Pck2	1	0.377777777777778	0.229260111111788	0.228645337657154
Pcmt1	3	0.405633802816901	0.845570788783834	0.866025403784439
Pcna	1	0.445033112582782	0.409449650591386	0.431835877912246
Pcnp	1	0.438011695906433	0.371767364953764	0.386039377777061
Pcnt	3	0.425531914893617	0.96650635094611	1
Pcsk5	3	0.401570680628272	0.188193326020147	0.136896956074282
Pcyt1a	4	0.563700070077085	0.074043469141738	0.0584237138576064
Pcyt2	6	0.6236	0.238932961824933	0.216229992002878
Pdap1	3	0.387206823027719	0.184613729793383	0.196805691201741
Pdcd10	3	0.490311418685121	0.252709212455529	0.225503698764235
Pdcd4	1	0.26241134751773	0.469206440635426	0.496366066170142
Pdcd5	2	0.4	0.866025403784439	0.866025403784439
Pdcd6	4	0.48259430840503	0.585182298233407	0.479896876203269
Pdcd6ip	6	0.558475689881735	0.126312910795433	0.116170503341864
Pdcl3	3	0.398214285714286	0.192701337126712	0.15840065670837
Pde12	2	0.417391304347826	0.732047067810623	0.682527267049091
Pdha1	1	0.295390070921986	0.0611810744520135	0.0580743325359874
Pdhb	3	0.348201438848921	0.0700151769840059	0.0596925313611196
Pdhx	1	0.294545454545455	0.274207447632801	0.255613000265929
Pdia3	1	0.294354838709677	0.0441170143488547	0.0378562920518361
Pdk2	4	0.466666666666667	0.3141221447055	0.206792126802756
Pdk3	2	0.295652173913043	0.292405096527287	0.104179543094735
Pdlim1	6	0.596413793103448	0.126330903704046	0.116193212425994
Pdlim2	6	0.721137206427688	0.366659801056842	0.346975625114499
Pdlim5	3	0.495505617977528	0.120836373112421	0.100939610853892
Pds5a	1	0.4	0.367333138017843	0.275352782195574
Pds5b	1	0.391666666666667	0.76662878162719	0.733641905272503
Pdxdc1	1	0.464347826086957	0.111296715003379	0.119432152148736
Pdxk	2	0.335408560311284	0.233447383003326	0.19651577140555
Pdzd11	2	0.433484162895928	0.375014085227063	0.392930958390508
Pdzd3	4	0.488412017167382	0.276295719397055	0.162401819475434
Pdzd8	1	0.396153846153846	0.228926238363574	0.211462511350558
Pdzk1	3	0.466579120157584	0.207083464275877	0.129323288329668
Pebp1	1	0.221848739495798	0.0943027660198852	0.0864428304011652
Pepd	4	0.494660894660895	0.12100276574837	0.101353016707406
Pex1	1	0.230769230769231	0.97767090063074	1
Pex11b	1	0.286363636363636	0.20147752150462	0.14752536175427
Pex11g	3	0.512408759124088	0.430580636662434	0.382300264544481
Pex12	1	0.311111111111111	1	1
Pex14	2	0.455	0.306587042093484	0.312266766727456
Pex16	2	0.486167800453515	0.167503589982924	0.0702871629276002
Pex19	1	0.31437908496732	0.645125177753739	0.605342708788901
Pex26	1	0.4	0.693944958366652	0.599198977234875
Pex3	2	0.377777777777778	0.249367404582686	0.126379446512741
Pfas	1	0.18	0.202592457419655	0.174000183203932
Pfdn1	1	0.435123966942149	0.96650635094611	1
Pfdn2	1	0.314084507042254	0.97767090063074	1
Pfkfb4	6	0.63206106870229	0.287942423054364	0.28893216374779
Pfkl	1	0.458536585365854	0.95534180126148	1
Pfkp	3	0.446562123039807	0.201187009644503	0.164023864552352
Pfn1	3	0.474695942309762	0.175093966194263	0.157369674143358
Pgam1	1	0.318013468013468	0.102866283565344	0.0840897942313256
Pgam5	1	0.284848484848485	0.553190053634595	0.578252037428874
Pgd	1	0.4115625	0.104331682467462	0.120742639201805
Pgk1	2	0.450581395348837	0.118109034351514	0.115648512949618
Pgls	1	0.262857142857143	0.271553005623571	0.21659007306424
Pgm1	6	0.841655886157827	0.121355631187427	0.108094170689199
Pgm2	2	0.395580110497238	0.0979539302202368	0.09773133185819
Pgm2l1	3	0.3	0.933012701892219	0.933012701892219
Pgm3	5	0.496035242290749	0.135402821967815	0.128384810766484
